,time(s),pressure_1(bar),main_pressure(bar),venturi_pressure_1(bar),venturi_pressure_2(bar),venturi_pressure_3(bar),venturi_pressure_4(bar),venturi_pressure_5(bar),pump_speed(rpm),water_temp(c),reserved,outlet_flowrate(lpm),inlet_flowrate(lpm),test_case,test_case_iter,nozzle_len(mm),nozzle_dia(mm),venturi_dist(mm)
167956,244.6,-0.09,19.53,19.81,0.03,-0.03,-0.06,0.43,1510.68,29.79,0.0,1892.11,-2.65,33.0,1.0,36.0,12.0,30.0
167957,244.7,0.04,19.75,19.87,0.09,-0.01,0.05,0.17,1495.56,29.79,0.0,1892.52,-2.19,33.0,1.0,36.0,12.0,30.0
167958,244.8,-0.16,20.0,19.8,0.05,-0.04,-0.05,-0.0,1479.04,29.76,0.0,1891.79,-2.35,33.0,1.0,36.0,12.0,30.0
167959,244.9,-0.3,19.82,19.79,0.03,-0.04,-0.12,0.44,1480.76,29.79,0.0,1891.97,-2.71,33.0,1.0,36.0,12.0,30.0
167960,245.0,-0.28,19.39,19.83,0.08,0.04,-0.02,0.12,1498.89,29.78,0.0,1893.0,-2.98,33.0,1.0,36.0,12.0,30.0
167961,245.1,-0.13,19.45,19.81,0.04,-0.01,0.2,0.31,1510.29,29.8,0.0,1892.97,-2.41,33.0,1.0,36.0,12.0,30.0
167962,245.2,-0.1,19.29,19.76,0.03,0.0,-0.09,0.07,1510.44,29.79,0.0,1893.28,-2.19,33.0,1.0,36.0,12.0,30.0
167963,245.3,-0.2,19.74,19.83,0.09,0.02,-0.0,0.17,1498.22,29.77,0.0,1892.18,-2.42,33.0,1.0,36.0,12.0,30.0
167964,245.4,-0.2,19.52,19.76,0.04,-0.1,-0.16,0.5,1479.23,29.81,0.0,1892.5,-2.89,33.0,1.0,36.0,12.0,30.0
167965,245.5,-0.25,19.34,19.75,0.05,0.01,-0.02,0.01,1469.41,29.79,0.0,1893.72,-2.67,33.0,1.0,36.0,12.0,30.0
167966,245.6,0.04,19.91,19.73,0.09,0.01,-0.1,0.29,1448.05,29.77,0.0,1893.49,-2.41,33.0,1.0,36.0,12.0,30.0
167967,245.7,-0.2,19.23,19.61,0.06,-0.0,-0.1,0.15,1443.94,29.79,0.0,1892.43,-2.1,33.0,1.0,36.0,12.0,30.0
167968,245.8,-0.09,19.05,19.39,0.03,0.01,-0.05,0.13,1424.73,29.82,0.0,1893.24,-2.58,33.0,1.0,36.0,12.0,30.0
167969,245.9,-0.2,19.06,19.29,0.07,-0.02,0.01,0.48,1413.36,29.81,0.0,1893.79,-2.96,33.0,1.0,36.0,12.0,30.0
167970,246.0,0.02,18.96,19.04,0.04,-0.06,-0.15,0.03,1389.86,29.81,0.0,1894.02,-2.59,33.0,1.0,36.0,12.0,30.0
167971,246.1,-0.09,18.56,18.64,0.02,-0.04,-0.01,0.21,1368.94,29.8,0.0,1893.49,-2.18,33.0,1.0,36.0,12.0,30.0
167972,246.2,-0.31,18.79,18.49,0.1,-0.05,-0.13,0.3,1363.06,29.78,0.0,1894.36,-2.41,33.0,1.0,36.0,12.0,30.0
167973,246.3,-0.25,18.07,18.18,0.06,-0.07,-0.04,0.5,1346.5,29.78,0.0,1893.34,-2.86,33.0,1.0,36.0,12.0,30.0
167974,246.4,-0.22,17.68,17.84,0.03,-0.03,-0.04,0.12,1335.96,29.77,0.0,1893.39,-2.91,33.0,1.0,36.0,12.0,30.0
167975,246.5,-0.05,17.59,17.53,0.1,0.04,0.04,0.18,1304.24,29.75,0.0,1893.77,-2.39,33.0,1.0,36.0,12.0,30.0
167976,246.6,-0.04,16.93,17.18,0.05,-0.05,-0.2,0.15,1285.62,29.7,0.0,1893.02,-2.4,33.0,1.0,36.0,12.0,30.0
167977,246.7,-0.11,16.76,16.84,0.04,-0.03,-0.08,0.06,1282.42,29.69,0.0,1892.32,-2.5,33.0,1.0,36.0,12.0,30.0
167978,246.8,-0.25,16.49,16.51,0.07,0.02,-0.16,0.15,1239.44,29.69,0.0,1892.75,-2.73,33.0,1.0,36.0,12.0,30.0
167979,246.9,-0.08,16.12,16.21,0.04,-0.03,-0.04,-0.03,1219.53,29.72,0.0,1892.93,-2.64,33.0,1.0,36.0,12.0,30.0
167980,247.0,-0.17,15.31,15.76,0.04,-0.01,-0.08,0.16,1227.07,29.71,0.0,1892.37,-2.08,33.0,1.0,36.0,12.0,30.0
167981,247.1,-0.06,15.22,15.42,0.09,0.03,-0.03,0.02,1202.33,29.69,0.0,1892.36,-2.23,33.0,1.0,36.0,12.0,30.0
167982,247.2,-0.2,14.94,15.06,0.05,-0.01,-0.09,0.05,1175.99,29.69,0.0,1891.38,-2.72,33.0,1.0,36.0,12.0,30.0
167983,247.3,0.04,14.66,14.68,0.02,0.01,-0.01,0.08,1165.98,29.7,0.0,1889.97,-2.61,33.0,1.0,36.0,12.0,30.0
167984,247.4,-0.29,14.31,14.3,0.09,0.01,-0.05,0.16,1131.27,29.72,0.0,1888.53,-2.25,33.0,1.0,36.0,12.0,30.0
167985,247.5,0.05,13.89,13.96,0.08,-0.01,0.0,-0.01,1123.41,29.66,0.0,1887.11,-2.2,33.0,1.0,36.0,12.0,30.0
167986,247.6,-0.2,13.48,13.54,0.01,-0.0,-0.09,0.12,1114.79,29.68,0.0,1885.21,-2.37,33.0,1.0,36.0,12.0,30.0
167987,247.7,-0.03,13.25,13.24,0.1,0.05,0.06,0.02,1095.05,29.65,0.0,1884.5,-2.76,33.0,1.0,36.0,12.0,30.0
167988,247.8,0.07,12.8,12.87,0.05,-0.02,-0.05,0.2,1079.55,29.63,0.0,1882.6,-2.56,33.0,1.0,36.0,12.0,30.0
167989,247.9,-0.12,12.13,12.46,0.03,0.03,-0.05,0.23,1055.67,29.66,0.0,1880.89,-2.36,33.0,1.0,36.0,12.0,30.0
167990,248.0,0.14,12.05,12.17,0.09,0.04,-0.08,0.06,1040.72,29.65,0.0,1880.3,-2.27,33.0,1.0,36.0,12.0,30.0
167991,248.1,-0.07,11.85,11.82,0.05,-0.01,-0.15,0.09,1039.17,29.67,0.0,1880.24,-2.55,33.0,1.0,36.0,12.0,30.0
167992,248.2,-0.08,11.49,11.4,0.04,0.01,-0.08,0.12,1020.15,29.65,0.0,1878.36,-2.78,33.0,1.0,36.0,12.0,30.0
167993,248.3,0.09,11.12,11.16,0.09,0.04,-0.13,0.14,1001.89,29.66,0.0,1874.55,-2.48,33.0,1.0,36.0,12.0,30.0
167994,248.4,-0.04,10.73,10.81,0.07,-0.01,0.03,0.14,959.6,29.69,0.0,1870.75,-2.34,33.0,1.0,36.0,12.0,30.0
167995,248.5,-0.12,10.19,10.44,0.03,0.0,-0.12,0.17,952.79,29.67,0.0,1865.67,-2.51,33.0,1.0,36.0,12.0,30.0
167996,248.6,-0.25,9.87,10.14,0.09,0.05,-0.03,0.11,913.95,29.62,0.0,1860.13,-2.73,33.0,1.0,36.0,12.0,30.0
167997,248.7,-0.08,9.79,9.79,0.05,0.0,0.02,0.24,907.99,29.64,0.0,1855.61,-2.71,33.0,1.0,36.0,12.0,30.0
167998,248.8,0.01,9.44,9.47,0.04,0.01,0.08,0.04,889.84,29.61,0.0,1849.13,-2.42,33.0,1.0,36.0,12.0,30.0
167999,248.9,-0.01,9.12,9.21,0.09,0.05,0.08,0.03,868.03,29.63,0.0,1847.87,-2.12,33.0,1.0,36.0,12.0,30.0
168000,249.0,-0.08,8.83,8.88,0.03,-0.0,-0.12,0.11,872.57,29.62,0.0,1847.05,-2.39,33.0,1.0,36.0,12.0,30.0
168001,249.1,0.08,8.35,8.53,0.04,0.02,-0.15,0.05,835.43,29.62,0.0,1845.3,-2.77,33.0,1.0,36.0,12.0,30.0
168002,249.2,-0.02,8.05,8.3,0.09,0.05,0.03,0.14,819.4,29.62,0.0,1843.18,-2.52,33.0,1.0,36.0,12.0,30.0
168003,249.3,0.02,7.91,8.0,0.06,0.02,0.05,0.11,814.4,29.59,0.0,1836.69,-2.27,33.0,1.0,36.0,12.0,30.0
168004,249.4,-0.17,7.51,7.66,0.03,0.02,0.06,0.2,781.41,29.66,0.0,1830.08,-2.28,33.0,1.0,36.0,12.0,30.0
168005,249.5,-0.14,7.28,7.48,0.09,0.06,0.03,0.16,772.89,29.63,0.0,1823.81,-2.6,33.0,1.0,36.0,12.0,30.0
168006,249.6,-0.11,7.09,7.16,0.07,-0.0,-0.02,0.09,765.63,29.59,0.0,1817.23,-2.72,33.0,1.0,36.0,12.0,30.0
168007,249.7,-0.0,6.67,6.89,0.03,0.02,0.08,0.12,741.34,29.58,0.0,1809.73,-2.57,33.0,1.0,36.0,12.0,30.0
168008,249.8,-0.01,6.55,6.61,0.1,0.06,-0.04,0.1,724.47,29.57,0.0,1802.74,-2.12,33.0,1.0,36.0,12.0,30.0
168009,249.9,-0.01,6.24,6.31,0.06,0.01,-0.07,0.03,699.67,29.57,0.0,1799.5,-2.45,33.0,1.0,36.0,12.0,30.0
168010,250.0,0.01,5.89,6.07,0.03,0.05,-0.01,0.09,680.44,29.57,0.0,1799.54,-2.72,33.0,1.0,36.0,12.0,30.0
168011,250.1,0.03,5.6,5.83,0.09,0.08,0.02,0.03,658.96,29.56,0.0,1795.63,-2.67,33.0,1.0,36.0,12.0,30.0
168012,250.2,0.05,5.41,5.57,0.05,0.02,-0.02,0.06,643.56,29.58,0.0,1792.73,-2.3,33.0,1.0,36.0,12.0,30.0
168013,250.3,-0.12,5.18,5.29,0.03,0.05,0.02,0.07,615.13,29.64,0.0,1788.07,-2.22,33.0,1.0,36.0,12.0,30.0
168014,250.4,-0.02,4.96,5.11,0.11,0.08,0.03,0.02,604.71,29.63,0.0,1783.95,-2.58,33.0,1.0,36.0,12.0,30.0
168015,250.5,0.02,4.66,4.83,0.05,0.02,-0.15,-0.0,581.62,29.64,0.0,1779.47,-2.76,33.0,1.0,36.0,12.0,30.0
168016,250.6,-0.0,4.5,4.58,0.03,0.04,0.03,0.06,568.72,29.64,0.0,1774.88,-2.44,33.0,1.0,36.0,12.0,30.0
168017,250.7,0.01,4.21,4.4,0.1,0.09,-0.03,0.01,551.54,29.64,0.0,1770.0,-2.2,33.0,1.0,36.0,12.0,30.0
168018,250.8,-0.04,4.06,4.18,0.06,0.02,-0.1,0.01,531.59,29.64,0.0,1764.33,-2.4,33.0,1.0,36.0,12.0,30.0
168019,250.9,-0.0,3.74,3.94,0.04,0.05,0.03,0.06,507.64,29.6,0.0,1761.21,-2.76,33.0,1.0,36.0,12.0,30.0
168020,251.0,-0.0,3.62,3.79,0.09,0.08,0.02,-0.04,502.27,29.58,0.0,1761.64,-2.75,33.0,1.0,36.0,12.0,30.0
168021,251.1,-0.02,3.44,3.58,0.06,0.03,-0.07,0.03,488.82,29.6,0.0,1758.92,-2.24,33.0,1.0,36.0,12.0,30.0
168022,251.2,0.0,3.16,3.36,0.03,0.05,0.02,0.07,465.14,29.59,0.0,1756.57,-2.18,33.0,1.0,36.0,12.0,30.0
168023,251.3,-0.05,3.1,3.22,0.1,0.08,0.02,0.02,432.45,29.59,0.0,1739.27,-2.4,33.0,1.0,36.0,12.0,30.0
168024,251.4,0.01,2.86,3.03,0.07,0.02,-0.06,-0.01,427.53,29.59,0.0,1715.13,-2.87,33.0,1.0,36.0,12.0,30.0
168025,251.5,-0.03,2.59,2.81,0.04,0.05,-0.01,0.06,419.1,29.59,0.0,1692.66,-2.66,33.0,1.0,36.0,12.0,30.0
168026,251.6,-0.0,2.5,2.7,0.09,0.09,0.02,0.02,377.1,29.6,0.0,1669.77,-2.25,33.0,1.0,36.0,12.0,30.0
168027,251.7,-0.0,2.37,2.52,0.05,0.02,-0.01,0.01,377.12,29.62,0.0,1646.35,-2.29,33.0,1.0,36.0,12.0,30.0
168028,251.8,-0.01,2.14,2.31,0.05,0.05,0.06,0.04,369.29,29.66,0.0,1619.99,-2.68,33.0,1.0,36.0,12.0,30.0
168029,251.9,-0.05,2.06,2.21,0.11,0.08,0.0,0.01,341.64,29.66,0.0,1609.82,-2.93,33.0,1.0,36.0,12.0,30.0
168030,252.0,0.01,1.88,2.04,0.06,0.04,-0.04,-0.0,335.49,29.67,0.0,1609.23,-2.38,33.0,1.0,36.0,12.0,30.0
168031,252.1,-0.0,1.67,1.86,0.04,0.05,0.02,0.04,300.78,29.62,0.0,1597.36,-2.23,33.0,1.0,36.0,12.0,30.0
168032,252.2,-0.02,1.58,1.75,0.09,0.09,0.02,-0.0,295.24,29.61,0.0,1587.61,-2.43,33.0,1.0,36.0,12.0,30.0
168033,252.3,-0.0,1.47,1.62,0.07,0.04,-0.03,0.01,272.44,29.6,0.0,1567.18,-2.85,33.0,1.0,36.0,12.0,30.0
168034,252.4,-0.01,1.25,1.44,0.03,0.06,0.05,0.04,254.21,29.61,0.0,1543.23,-2.75,33.0,1.0,36.0,12.0,30.0
168035,252.5,-0.01,1.17,1.38,0.09,0.09,0.03,-0.01,237.7,29.61,0.0,1519.49,-2.23,33.0,1.0,36.0,12.0,30.0
168036,252.6,0.01,1.12,1.24,0.05,0.04,-0.03,0.01,207.77,29.61,0.0,1496.47,-2.21,33.0,1.0,36.0,12.0,30.0
168037,252.7,-0.01,0.9,1.09,0.06,0.06,0.03,0.05,211.76,29.61,0.0,1470.67,-2.57,33.0,1.0,36.0,12.0,30.0
168038,252.8,-0.02,0.83,1.04,0.09,0.12,0.03,0.01,185.75,29.61,0.0,1444.44,-2.91,33.0,1.0,36.0,12.0,30.0
168039,252.9,0.01,0.79,0.93,0.05,0.04,-0.02,-0.02,171.57,29.61,0.0,1433.97,-2.48,33.0,1.0,36.0,12.0,30.0
168040,253.0,-0.01,0.58,0.78,0.04,0.06,0.05,0.04,145.23,29.62,0.0,1433.23,-2.18,33.0,1.0,36.0,12.0,30.0
168041,253.1,-0.02,0.57,0.75,0.08,0.1,0.04,0.01,143.65,29.61,0.0,1418.02,-2.23,33.0,1.0,36.0,12.0,30.0
168042,253.2,0.01,0.49,0.67,0.07,0.04,-0.04,-0.04,118.16,29.61,0.0,1411.8,-2.7,33.0,1.0,36.0,12.0,30.0
168043,253.3,-0.0,0.33,0.55,0.04,0.08,0.05,0.04,115.93,29.64,0.0,1388.13,-2.8,33.0,1.0,36.0,12.0,30.0
168044,253.4,-0.01,0.31,0.51,0.09,0.1,0.03,0.0,91.61,29.69,0.0,1363.31,-2.41,33.0,1.0,36.0,12.0,30.0
168045,253.5,0.02,0.3,0.41,0.04,0.05,-0.02,-0.01,91.74,29.68,0.0,1339.61,-2.17,33.0,1.0,36.0,12.0,30.0
168046,253.6,-0.0,0.16,0.33,0.05,0.07,0.03,0.04,91.71,29.68,0.0,1315.26,-2.51,33.0,1.0,36.0,12.0,30.0
168047,253.7,-0.01,0.15,0.33,0.11,0.11,0.04,-0.01,47.19,29.63,0.0,1291.8,-2.82,33.0,1.0,36.0,12.0,30.0
168048,253.8,0.01,0.17,0.28,0.06,0.06,-0.02,-0.0,44.82,29.64,0.0,1264.8,-2.56,33.0,1.0,36.0,12.0,30.0
168049,253.9,-0.03,0.07,0.21,0.04,0.07,0.04,0.05,44.6,29.63,0.0,1248.09,-2.16,33.0,1.0,36.0,12.0,30.0
168050,254.0,-0.04,0.1,0.23,0.11,0.1,0.04,-0.02,44.49,29.63,0.0,1247.97,-2.23,33.0,1.0,36.0,12.0,30.0
168051,254.1,-0.02,0.11,0.22,0.06,0.06,-0.01,-0.02,44.48,29.64,0.0,1230.85,-2.54,33.0,1.0,36.0,12.0,30.0
168052,254.2,-0.05,0.01,0.15,0.05,0.08,0.06,0.05,44.43,29.63,0.0,1223.93,-2.72,33.0,1.0,36.0,12.0,30.0
168053,254.3,-0.06,0.06,0.19,0.09,0.1,0.04,-0.04,44.42,29.63,0.0,1202.03,-2.49,33.0,1.0,36.0,12.0,30.0
168054,254.4,-0.02,0.08,0.18,0.05,0.09,-0.02,-0.02,44.38,29.64,0.0,1175.9,-2.16,33.0,1.0,36.0,12.0,30.0
168055,254.5,-0.03,-0.03,0.1,0.04,0.06,0.07,0.03,44.4,29.64,0.0,1150.87,-2.33,33.0,1.0,36.0,12.0,30.0
168056,254.6,-0.03,0.03,0.14,0.11,0.1,0.05,-0.01,44.39,29.64,0.0,1126.19,-2.71,33.0,1.0,36.0,12.0,30.0
168057,254.7,0.0,0.06,0.15,0.06,0.06,-0.01,0.01,3.06,29.64,0.0,1098.83,-2.68,33.0,1.0,36.0,12.0,30.0
168058,254.8,-0.02,-0.04,0.08,0.03,0.08,0.05,0.06,0.41,29.64,0.0,1069.44,-2.27,33.0,1.0,36.0,12.0,30.0
168059,254.9,-0.03,0.02,0.1,0.11,0.12,0.05,0.02,0.16,29.64,0.0,1058.04,-2.14,33.0,1.0,36.0,12.0,30.0
168060,255.0,-0.01,0.05,0.14,0.08,0.06,-0.01,-0.01,0.11,29.64,0.0,1057.57,-2.4,33.0,1.0,36.0,12.0,30.0
168061,255.1,-0.04,-0.06,0.07,0.04,0.05,0.05,0.03,0.09,29.65,0.0,1044.85,-2.71,33.0,1.0,36.0,12.0,30.0
168062,255.2,-0.05,-0.02,0.1,0.11,0.12,0.05,0.01,0.09,29.64,0.0,1034.04,-2.56,33.0,1.0,36.0,12.0,30.0
168063,255.3,-0.02,0.04,0.09,0.08,0.07,-0.01,-0.02,0.05,29.65,0.0,1012.34,-2.2,33.0,1.0,36.0,12.0,30.0
168064,255.4,-0.04,-0.07,0.05,0.04,0.07,0.05,0.05,0.03,29.64,0.0,986.68,-2.22,33.0,1.0,36.0,12.0,30.0
168065,255.5,-0.04,-0.01,0.07,0.1,0.13,0.04,0.02,0.04,29.59,0.0,963.01,-2.65,33.0,1.0,36.0,12.0,30.0
168066,255.6,-0.01,-0.01,0.08,0.07,0.07,-0.01,-0.01,0.03,29.6,0.0,939.05,-2.69,33.0,1.0,36.0,12.0,30.0
168067,255.7,-0.02,-0.1,0.03,0.03,0.08,0.05,0.05,0.02,29.6,0.0,912.63,-2.34,33.0,1.0,36.0,12.0,30.0
168068,255.8,-0.03,-0.04,0.06,0.09,0.12,0.05,-0.0,0.03,29.6,0.0,885.09,-2.16,33.0,1.0,36.0,12.0,30.0
168069,255.9,-0.01,-0.0,0.07,0.07,0.07,-0.01,-0.01,0.01,29.6,0.0,873.88,-2.36,33.0,1.0,36.0,12.0,30.0
168070,256.0,-0.03,-0.12,0.02,0.03,0.06,0.06,0.04,0.02,29.6,0.0,873.27,-2.72,33.0,1.0,36.0,12.0,30.0
168071,256.1,-0.04,-0.04,0.06,0.11,0.11,0.05,0.01,0.01,29.6,0.0,856.77,-2.59,33.0,1.0,36.0,12.0,30.0
168072,256.2,-0.02,-0.0,0.07,0.08,0.07,-0.01,-0.0,0.02,29.61,0.0,850.62,-2.22,33.0,1.0,36.0,12.0,30.0
168073,256.3,-0.03,-0.1,0.01,0.04,0.06,0.06,0.05,-0.01,29.61,0.0,829.63,-2.19,33.0,1.0,36.0,12.0,30.0
168074,256.4,-0.04,-0.07,0.05,0.09,0.12,0.05,0.01,-0.02,29.61,0.0,808.58,-2.56,33.0,1.0,36.0,12.0,30.0
168075,256.5,-0.01,-0.03,0.07,0.06,0.07,-0.0,-0.0,-0.04,29.6,0.0,788.12,-2.74,33.0,1.0,36.0,12.0,30.0
168076,256.6,-0.03,-0.13,0.01,0.03,0.07,0.06,0.06,0.02,29.61,0.0,767.61,-2.5,33.0,1.0,36.0,12.0,30.0
168077,256.7,-0.03,-0.07,0.06,0.1,0.12,0.05,0.02,0.01,29.61,0.0,746.68,-2.18,33.0,1.0,36.0,12.0,30.0
168078,256.8,-0.01,-0.02,0.07,0.09,0.07,-0.01,-0.01,-0.01,29.61,0.0,723.37,-2.33,33.0,1.0,36.0,12.0,30.0
168079,256.9,-0.03,-0.11,0.01,0.04,0.07,0.07,0.04,-0.02,29.61,0.0,708.78,-2.7,33.0,1.0,36.0,12.0,30.0
168080,257.0,-0.03,-0.07,0.07,0.1,0.12,0.06,0.02,-0.02,29.61,0.0,708.75,-2.7,33.0,1.0,36.0,12.0,30.0
168081,257.1,-0.01,-0.0,0.07,0.06,0.07,-0.01,-0.01,-0.01,29.61,0.0,693.05,-2.34,33.0,1.0,36.0,12.0,30.0
168082,257.2,-0.03,-0.12,0.01,0.03,0.08,0.05,0.04,-0.01,29.61,0.0,687.79,-2.15,33.0,1.0,36.0,12.0,30.0
168083,257.3,-0.04,-0.08,0.07,0.09,0.12,0.05,0.0,-0.01,29.61,0.0,669.57,-2.47,33.0,1.0,36.0,12.0,30.0
168084,257.4,-0.01,-0.01,0.07,0.06,0.07,-0.01,-0.01,-0.0,29.61,0.0,648.87,-2.78,33.0,1.0,36.0,12.0,30.0
168085,257.5,-0.03,-0.13,0.02,0.03,0.07,0.05,0.06,-0.03,29.62,0.0,628.87,-2.55,33.0,1.0,36.0,12.0,30.0
168086,257.6,-0.03,-0.07,0.06,0.09,0.12,0.06,0.01,-0.05,29.61,0.0,608.64,-2.21,33.0,1.0,36.0,12.0,30.0
168087,257.7,-0.01,-0.02,0.07,0.07,0.07,0.01,-0.01,-0.02,29.61,0.0,586.74,-2.27,33.0,1.0,36.0,12.0,30.0
168088,257.8,-0.03,-0.11,0.03,0.05,0.07,0.04,0.04,-0.04,29.62,0.0,562.83,-2.64,33.0,1.0,36.0,12.0,30.0
168089,257.9,-0.04,-0.07,0.06,0.09,0.11,0.06,0.01,-0.02,29.62,0.0,553.75,-2.82,33.0,1.0,36.0,12.0,30.0
168090,258.0,-0.01,-0.02,0.08,0.07,0.07,-0.01,0.01,-0.02,29.61,0.0,553.45,-2.4,33.0,1.0,36.0,12.0,30.0
168091,258.1,-0.03,-0.12,0.04,0.03,0.07,0.05,0.04,-0.03,29.62,0.0,542.77,-2.15,33.0,1.0,36.0,12.0,30.0
168092,258.2,-0.04,-0.09,0.05,0.09,0.12,0.06,0.03,-0.01,29.56,0.0,534.25,-2.41,33.0,1.0,36.0,12.0,30.0
168093,258.3,-0.02,-0.01,0.07,0.07,0.07,0.01,0.01,-0.03,29.57,0.0,515.98,-2.76,33.0,1.0,36.0,12.0,30.0
168094,258.4,-0.03,-0.12,-0.01,0.03,0.07,0.05,0.04,-0.03,29.57,0.0,494.37,-2.64,33.0,1.0,36.0,12.0,30.0
168095,258.5,-0.04,-0.08,0.04,0.11,0.12,0.06,0.01,-0.02,29.62,0.0,474.26,-2.31,33.0,1.0,36.0,12.0,30.0
168096,258.6,-0.02,-0.01,0.06,0.06,0.08,-0.0,-0.02,-0.03,29.63,0.0,453.54,-2.18,33.0,1.0,36.0,12.0,30.0
168097,258.7,-0.03,-0.12,-0.01,0.05,0.07,0.06,0.03,-0.04,29.63,0.0,430.79,-2.54,33.0,1.0,36.0,12.0,30.0
168098,258.8,-0.04,-0.07,0.04,0.1,0.11,0.05,0.03,-0.02,29.63,0.0,407.64,-2.82,33.0,1.0,36.0,12.0,30.0
168099,258.9,-0.01,-0.01,0.04,0.07,0.07,-0.0,-0.01,-0.04,29.63,0.0,400.2,-2.5,33.0,1.0,36.0,12.0,30.0
168100,259.0,-0.02,-0.11,0.0,0.05,0.07,0.04,0.04,-0.04,29.63,0.0,399.79,-2.14,33.0,1.0,36.0,12.0,30.0
168101,259.1,-0.04,-0.08,0.03,0.08,0.12,0.06,0.02,-0.03,29.63,0.0,386.02,-2.29,33.0,1.0,36.0,12.0,30.0
168102,259.2,-0.02,-0.01,0.06,0.08,0.08,-0.01,-0.01,-0.04,29.64,0.0,381.2,-2.69,33.0,1.0,36.0,12.0,30.0
168103,259.3,-0.03,-0.11,0.01,0.04,0.07,0.05,0.04,-0.05,29.64,0.0,361.91,-2.7,33.0,1.0,36.0,12.0,30.0
168104,259.4,-0.04,-0.1,0.04,0.09,0.11,0.06,0.02,-0.05,29.63,0.0,342.5,-2.28,33.0,1.0,36.0,12.0,30.0
168105,259.5,-0.02,-0.02,0.06,0.08,0.08,0.01,-0.01,-0.05,29.63,0.0,323.54,-2.13,33.0,1.0,36.0,12.0,30.0
168106,259.6,-0.03,-0.1,0.02,0.04,0.06,0.05,0.03,-0.04,29.64,0.0,304.52,-2.4,33.0,1.0,36.0,12.0,30.0
168107,259.7,-0.04,-0.09,0.03,0.09,0.12,0.06,0.01,-0.03,29.63,0.0,285.2,-2.81,33.0,1.0,36.0,12.0,30.0
168108,259.8,-0.01,-0.01,0.06,0.09,0.07,-0.01,0.0,-0.04,29.64,0.0,263.71,-2.57,33.0,1.0,36.0,12.0,30.0
168109,259.9,-0.02,-0.1,-0.0,0.04,0.06,0.04,0.04,-0.05,29.7,0.0,250.14,-2.15,33.0,1.0,36.0,12.0,30.0
168110,260.0,-0.04,-0.09,0.03,0.11,0.12,0.06,0.03,-0.04,29.7,0.0,250.21,-2.16,33.0,1.0,36.0,12.0,30.0
168111,260.1,-0.02,-0.01,0.06,0.08,0.07,-0.01,-0.01,-0.05,29.7,0.0,235.43,-2.57,33.0,1.0,36.0,12.0,30.0
168112,260.2,-0.03,-0.12,0.0,0.02,0.06,0.04,0.04,-0.06,29.7,0.0,231.2,-2.74,33.0,1.0,36.0,12.0,30.0
168113,260.3,-0.04,-0.08,0.03,0.11,0.12,0.07,0.03,-0.04,29.7,0.0,216.05,-2.56,33.0,1.0,36.0,12.0,30.0
168114,260.4,-0.02,-0.03,0.07,0.06,0.08,0.01,-0.01,-0.05,29.7,0.0,199.52,-2.27,33.0,1.0,36.0,12.0,30.0
168115,260.5,-0.03,-0.1,0.0,0.03,0.07,0.07,0.05,-0.07,29.71,0.0,183.29,-2.33,33.0,1.0,36.0,12.0,30.0
168116,260.6,-0.04,-0.09,0.04,0.1,0.12,0.07,0.03,-0.03,29.7,0.0,167.15,-2.71,33.0,1.0,36.0,12.0,30.0
168117,260.7,-0.01,-0.03,0.06,0.08,0.07,-0.01,-0.0,-0.05,29.7,0.0,149.22,-2.65,33.0,1.0,36.0,12.0,30.0
168118,260.8,-0.03,-0.11,-0.01,0.02,0.07,0.03,0.04,-0.06,29.71,0.0,129.78,-2.27,33.0,1.0,36.0,12.0,30.0
168119,260.9,-0.04,-0.11,0.02,0.11,0.12,0.08,0.03,-0.02,29.7,0.0,122.46,-2.15,33.0,1.0,36.0,12.0,30.0
168120,261.0,-0.01,-0.03,0.05,0.09,0.08,0.02,-0.0,-0.04,29.71,0.0,122.34,-2.42,33.0,1.0,36.0,12.0,30.0
168121,261.1,-0.03,-0.1,0.01,0.02,0.07,0.03,0.05,-0.04,29.71,0.0,112.67,-2.71,33.0,1.0,36.0,12.0,30.0
168122,261.2,-0.04,-0.09,0.04,0.1,0.11,0.08,0.01,-0.03,29.71,0.0,106.58,-2.55,33.0,1.0,36.0,12.0,30.0
168123,261.3,-0.02,-0.03,0.04,0.08,0.08,0.0,0.0,-0.05,29.65,0.0,94.26,-2.36,33.0,1.0,36.0,12.0,30.0
168124,261.4,-0.03,-0.1,0.01,0.03,0.07,0.03,0.04,-0.05,29.66,0.0,79.17,-2.33,33.0,1.0,36.0,12.0,30.0
168125,261.5,-0.04,-0.11,0.02,0.09,0.11,0.09,0.03,-0.06,29.66,0.0,65.32,-2.68,33.0,1.0,36.0,12.0,30.0
168126,261.6,-0.02,-0.03,0.06,0.08,0.08,0.0,-0.0,-0.05,29.66,0.0,51.02,-2.79,33.0,1.0,36.0,12.0,30.0
168127,261.7,-0.02,-0.1,0.01,0.03,0.06,0.04,0.04,-0.04,29.66,0.0,34.92,-2.42,33.0,1.0,36.0,12.0,30.0
168128,261.8,-0.04,-0.1,0.04,0.08,0.12,0.09,0.03,-0.04,29.66,0.0,19.04,-2.14,33.0,1.0,36.0,12.0,30.0
168129,261.9,-0.02,-0.01,0.05,0.07,0.08,0.01,0.0,-0.04,29.66,0.0,14.51,-2.39,33.0,1.0,36.0,12.0,30.0
